current_company,target_company,years_of_experience,current_salary,expected_salary,gender,location,current_role,sector,education,certifications,skills,current_company_tier,target_company_tier
valuelabs,salesforce,2.1,1807957,2726979,Male,Chennai,Senior Developer,IT,Master,Microsoft Certified: Azure Data Engineer Associate,Database Management,5,1
hexaware,infosys,2.6,515599,711712,Male,Pune,Platform Engineer,IT,PhD,Certified Information Systems Auditor (CISA),Message Queues,4,3
zensar,coforge,7.1,1736800,2467543,Female,Chennai,Project Manager,IT,PhD,AWS Certified Solutions Architect - Professional,Django,4,5
infosys,hcl,7.5,1213848,1533373,Male,Mumbai,Release Manager,IT,Master,AWS Certified DevOps Engineer - Professional,Integration Testing,3,3
happiest-minds,ibm,9.3,3175714,4069105,Female,Hyderabad,Performance Engineer,IT,Master,Certified Information Systems Security Professional (CISSP),React,5,2
oracle,linkedin,5.9,1741037,2100812,Male,Hyderabad,Network Engineer,IT,Bachelor,Red Hat Certified Engineer (RHCE),Spring Boot,2,1
meta,deloitte,13.4,1733760,2398744,Male,Hyderabad,Software Architect,IT,PhD,Certified Ethical Hacker (CEH),Database Management,1,2
zensar,tcs,7.8,2239585,3124644,Female,Chennai,AI Researcher,IT,Bachelor,AWS Certified SysOps Administrator - Associate,Cryptocurrency,4,3
wipro,accenture,4.5,1343996,1720604,Female,Hyderabad,Data Scientist,IT,Master,Certified Cloud Security Professional (CCSP),DevOps,3,2
google,accenture,1.5,1476176,1796897,Female,Noida,UX/UI Designer,IT,Bachelor,Certified Cloud Security Professional (CCSP),Hadoop,1,2
wipro,netflix,8.1,2332795,3259415,Male,Noida,Cybersecurity Specialist,IT,Bachelor,Google Cloud Professional DevOps Engineer,GitLab CI,3,1
accenture,hcl,3.6,913818,1379322,Male,Gurgaon,DevOps Engineer,IT,Bachelor,CompTIA Security+,IoT,2,3
netflix,virtusa,8.4,1059354,1364914,Male,Gurgaon,AI Researcher,IT,Master,Google Cloud Professional Cloud Architect,Machine Learning,1,4
deloitte,hexaware,2.6,759567,1034455,Other,Noida,Site Reliability Engineer,IT,PhD,Certified Data Professional (CDP),Google Cloud Platform,2,4
linkedin,google,2.9,2645572,3868521,Female,Hyderabad,Blockchain Developer,IT,PhD,Microsoft Certified: Azure Fundamentals,Edge Computing,1,1
hcl,zensar,5.7,2629211,3225791,Male,Bangalore,Release Manager,IT,PhD,CompTIA Cloud+,FastAPI,3,4
adobe,meta,6.4,2102853,2612604,Male,Chennai,Product Manager,IT,Bachelor,Microsoft Certified: Azure Data Scientist Associate,Tableau,1,1
infosys,meta,11.6,2771581,3948710,Male,Chennai,Cybersecurity Specialist,IT,Master,AWS Certified Security - Specialty,Load Testing,3,1
salesforce,deloitte,2.8,2298441,3134323,Male,Delhi,Business Intelligence Analyst,IT,Master,CompTIA CySA+,Full Stack Development,1,2
virtusa,happiest-minds,14.1,1972231,2642726,Female,Kolkata,Scrum Master,IT,Bachelor,Salesforce Certified Platform Developer,Tableau,4,5
sap,valuelabs,14.8,2540876,3785536,Male,Chennai,Cybersecurity Specialist,IT,PhD,AWS Certified Solutions Architect - Associate,Event-Driven Architecture,2,5
zensar,wipro,13.4,2649285,4013368,Female,Delhi,Tech Lead,IT,PhD,Red Hat Certified Engineer (RHCE),SAML,4,3
linkedin,hexaware,13.1,1240185,1748598,Female,Chennai,Software Developer,IT,PhD,Certified Information Systems Security Professional (CISSP),GraphQL,1,4
virtusa,hcl,8.8,2588345,4039650,Male,Noida,Cloud Engineer,IT,PhD,Red Hat Certified Engineer (RHCE),Terraform,4,3
deloitte,amazon,9.5,3360797,4977426,Male,Hyderabad,DevOps Engineer,IT,PhD,CompTIA Security+,MongoDB,2,1
zensar,meta,1.3,640801,792503,Male,Gurgaon,Product Manager,IT,PhD,AWS Certified Security - Specialty,Cryptocurrency,4,1
hexaware,valuelabs,9.3,1960068,2853228,Male,Kolkata,Infrastructure Engineer,IT,Bachelor,Oracle Database Administrator Certified Professional,Penetration Testing,4,5
infosys,adobe,10.0,945072,1501075,Female,Noida,Infrastructure Engineer,IT,Bachelor,AWS Cloud Practitioner,Tableau,3,1
hcl,microsoft,9.1,872371,1367304,Male,Noida,Performance Engineer,IT,Master,AWS Certified DevOps Engineer - Professional,Terraform,3,1
apple,tcs,5.0,2492442,3132348,Other,Noida,Release Manager,IT,PhD,Microsoft Certified: Azure Fundamentals,Cloud Security,1,3
google,zensar,3.2,1305558,1644426,Male,Bangalore,Technical Lead,IT,Master,Microsoft Certified: Azure Fundamentals,Apache Spark,1,4
hexaware,deloitte,3.9,2764533,4043462,Female,Delhi,Performance Engineer,IT,Master,Google Cloud Associate Cloud Engineer,Integration Testing,4,2
adobe,coforge,14.2,3334833,4347255,Female,Mumbai,Solution Architect,IT,PhD,Google Cloud Professional Machine Learning Engineer,Data Science,1,5
ibm,salesforce,9.7,2391192,3511741,Male,Kolkata,Tech Lead,IT,Master,AWS Certified Solutions Architect - Associate,Technical Writing,2,1
zensar,deloitte,9.8,2994774,4431788,Male,Hyderabad,Product Manager,IT,Bachelor,Google Cloud Professional Data Engineer,JavaScript,4,2
oracle,salesforce,13.7,3199142,4082897,Male,Kolkata,Platform Engineer,IT,Bachelor,CompTIA Network+,SQL,2,1
linkedin,amazon,2.5,2462274,3309079,Male,Chennai,Tech Lead,IT,PhD,Microsoft Certified: Azure Administrator Associate,DevOps,1,1
cts,infosys,7.2,1929861,2485504,Male,Noida,Mobile App Developer,IT,Master,Google Cloud Professional DevOps Engineer,Kanban,3,3
salesforce,apple,4.4,2472857,3155927,Male,Delhi,AI Researcher,IT,Bachelor,ITIL Foundation,MySQL,1,1
virtusa,tcs,1.6,2186145,2905559,Female,Hyderabad,Data Scientist,IT,PhD,CompTIA Cloud+,Jenkins,4,3
oracle,apple,11.9,2484772,3868694,Male,Mumbai,Software Architect,IT,Master,Certified Scrum Master (CSM),Database Management,2,1
zensar,linkedin,9.2,2175502,2773627,Male,Gurgaon,Scrum Master,IT,Bachelor,AWS Cloud Practitioner,TypeScript,4,1
infosys,zensar,11.9,1661535,2071202,Male,Hyderabad,Scrum Master,IT,PhD,Red Hat Certified Engineer (RHCE),Load Testing,3,4
oracle,salesforce,9.1,2236791,3234031,Male,Mumbai,Business Analyst,IT,Bachelor,Google Cloud Professional Data Engineer,Microsoft Azure,2,1
adobe,apple,8.7,3131696,4352299,Male,Hyderabad,AI Researcher,IT,Bachelor,Microsoft Certified: Azure Security Engineer Associate,FastAPI,1,1
infosys,adobe,6.3,2467636,3536654,Male,Kolkata,Blockchain Developer,IT,PhD,CompTIA CySA+,Django,3,1
apple,hexaware,3.2,2456227,3022278,Male,Gurgaon,Cloud Engineer,IT,Bachelor,Certified Kubernetes Application Developer (CKAD),Vue.js,1,4
zensar,happiest-minds,6.7,2788542,3495709,Female,Bangalore,Cloud Architect,IT,Bachelor,Google Cloud Professional Cloud Architect,Deep Learning,4,5
zensar,infosys,3.9,958287,1413357,Male,Gurgaon,Security Engineer,IT,Bachelor,AWS Certified Solutions Architect - Professional,Lambda Functions,4,3
wipro,sap,11.1,3451548,4153315,Male,Bangalore,Site Reliability Engineer,IT,PhD,Microsoft Certified: Azure Data Engineer Associate,DevOps,3,2
tcs,wipro,13.4,1938482,2924305,Male,Bangalore,Data Engineer,IT,Bachelor,CompTIA Security+,Performance Testing,3,3
hcl,accenture,9.5,2681768,3517777,Male,Pune,Solution Architect,IT,Bachelor,ITIL Expert,Network Security,3,2
happiest-minds,virtusa,8.2,2380370,3358711,Male,Mumbai,Business Analyst,IT,Master,Certified Cloud Security Professional (CCSP),Cloud Computing,5,4
virtusa,microsoft,4.4,2878983,4166538,Male,Gurgaon,Cybersecurity Specialist,IT,Bachelor,Microsoft Certified: Azure Solutions Architect Expert,Microservices,4,1
infosys,linkedin,2.1,980069,1183840,Male,Delhi,Tech Lead,IT,PhD,Microsoft Certified: Azure DevOps Engineer Expert,Computer Vision,3,1
accenture,cts,9.0,2713945,3309529,Male,Bangalore,Product Manager,IT,PhD,Certified Kubernetes Security Specialist (CKS),Tableau,2,3
meta,sap,9.3,3064766,4143115,Male,Pune,Tech Lead,IT,PhD,Microsoft Certified: Azure Data Engineer Associate,AWS,1,2
microsoft,zensar,13.2,1028663,1375129,Male,Gurgaon,Cloud Architect,IT,Master,VMware Certified Professional (VCP),Django,1,4
apple,virtusa,6.4,2910448,3686318,Male,Hyderabad,Blockchain Developer,IT,Bachelor,AWS Certified SysOps Administrator - Associate,Microsoft Azure,1,4
zensar,oracle,8.4,896797,1125554,Female,Delhi,Full Stack Developer,IT,PhD,Google Cloud Professional DevOps Engineer,Artificial Intelligence,4,2
apple,microsoft,8.1,2860215,4044637,Male,Chennai,Infrastructure Engineer,IT,PhD,AWS Certified DevOps Engineer - Professional,Network Security,1,1
meta,linkedin,14.5,1047760,1282520,Male,Gurgaon,System Administrator,IT,Master,Microsoft Certified: Azure Fundamentals,Test Automation,1,1
ibm,oracle,9.8,906696,1370325,Female,Pune,UX/UI Designer,IT,PhD,Salesforce Certified Administrator,Jenkins,2,2
microsoft,coforge,8.9,1256447,1735349,Male,Mumbai,Business Analyst,IT,PhD,Cisco Certified Internetwork Expert (CCIE),Lambda Functions,1,5
accenture,google,5.1,1247875,1848741,Female,Hyderabad,Software Developer,IT,Master,Certified Kubernetes Security Specialist (CKS),API Gateway,2,1
google,adobe,10.2,824004,1256017,Male,Bangalore,Software Developer,IT,Master,AWS Certified SysOps Administrator - Associate,Deep Learning,1,1
tcs,apple,12.8,2935991,4471116,Male,Bangalore,Data Engineer,IT,PhD,AWS Certified Solutions Architect - Associate,Full Stack Development,3,1
adobe,deloitte,7.0,1445478,2227240,Female,Mumbai,Full Stack Developer,IT,Master,AWS Certified Solutions Architect - Professional,Lambda Functions,1,2
zensar,happiest-minds,8.9,1640463,2000905,Female,Chennai,Mobile App Developer,IT,Bachelor,Project Management Professional (PMP),GraphQL,4,5
accenture,linkedin,5.1,1638265,2338594,Male,Noida,Business Analyst,IT,Bachelor,AWS Certified Machine Learning - Specialty,Single Sign-On,2,1
accenture,sap,6.6,2792058,4370031,Female,Mumbai,Security Engineer,IT,PhD,AWS Certified Data Analytics - Specialty,Integration Testing,2,2
salesforce,wipro,4.3,1711632,2713361,Male,Hyderabad,Mobile App Developer,IT,Bachelor,AWS Certified Solutions Architect - Professional,Big Data,1,3
netflix,happiest-minds,14.0,2876007,4260466,Male,Mumbai,Software Developer,IT,PhD,Microsoft Certified: Azure Administrator Associate,Cryptocurrency,1,5
oracle,wipro,11.3,3409991,4494240,Female,Delhi,DevOps Engineer,IT,Bachelor,Certified Information Systems Security Professional (CISSP),Jenkins,2,3
apple,amazon,13.7,3420713,4628427,Male,Kolkata,UX/UI Designer,IT,Master,Microsoft Certified: Azure Fundamentals,Code Review,1,1
tcs,netflix,10.9,2598499,4082699,Other,Kolkata,Cybersecurity Specialist,IT,PhD,Microsoft Certified: Azure AI Engineer Associate,Deep Learning,3,1
amazon,apple,13.4,1574312,2085934,Female,Chennai,Business Intelligence Analyst,IT,Bachelor,Professional Scrum Master (PSM),Redis,1,1
salesforce,adobe,12.9,1762339,2359879,Male,Bangalore,Business Analyst,IT,PhD,Certified Information Systems Auditor (CISA),Tableau,1,1
tcs,happiest-minds,2.3,1037698,1271006,Male,Gurgaon,Site Reliability Engineer,IT,Master,Microsoft Certified: Azure Security Engineer Associate,Security Testing,3,5
cts,deloitte,3.9,616652,849857,Female,Bangalore,QA Engineer,IT,PhD,Certified Ethical Hacker (CEH),Cloud Security,3,2
tcs,microsoft,7.4,1696555,2467768,Male,Delhi,Performance Engineer,IT,Bachelor,Certified Kubernetes Application Developer (CKAD),Django,3,1
meta,zensar,13.8,1806265,2841433,Male,Hyderabad,Infrastructure Engineer,IT,PhD,Microsoft Certified: Azure DevOps Engineer Expert,Redis,1,4
accenture,uber,6.4,2197793,3325405,Male,Noida,Software Developer,IT,Master,CompTIA Security+,Data Science,2,1
virtusa,coforge,12.4,3321342,5252779,Female,Kolkata,Quality Assurance Lead,IT,Bachelor,Google Cloud Professional Data Engineer,Cloud Security,4,5
accenture,oracle,10.6,1285836,1967151,Male,Delhi,Security Engineer,IT,Master,Certified Information Systems Security Professional (CISSP),Vulnerability Assessment,2,2
tcs,salesforce,6.2,2620055,3319952,Female,Hyderabad,Senior Developer,IT,PhD,Salesforce Certified Administrator,CI/CD,3,1
ibm,meta,7.6,2812848,4464917,Female,Bangalore,Network Engineer,IT,Master,Cisco Certified Internetwork Expert (CCIE),GitHub Actions,2,1
infosys,wipro,8.6,1475238,1829792,Female,Gurgaon,Cybersecurity Specialist,IT,PhD,Certified Cloud Security Professional (CCSP),Redis,3,3
netflix,apple,14.5,2740337,4303076,Female,Gurgaon,Site Reliability Engineer,IT,PhD,Microsoft Certified: Azure Solutions Architect Expert,Technical Writing,1,1
virtusa,hcl,3.9,2213769,3015776,Male,Kolkata,Data Engineer,IT,Master,AWS Cloud Practitioner,Tableau,4,3
adobe,meta,7.6,2496494,3291180,Male,Kolkata,Project Manager,IT,Bachelor,Google Cloud Professional Cloud Architect,GraphQL,1,1
google,netflix,2.1,2945064,3713546,Male,Gurgaon,Business Intelligence Analyst,IT,Bachelor,Professional Scrum Master (PSM),Computer Vision,1,1
hexaware,zensar,4.9,2467257,3369900,Male,Noida,Full Stack Developer,IT,PhD,TensorFlow Developer Certificate,Network Security,4,4
adobe,virtusa,10.8,1539172,2046268,Male,Delhi,Software Architect,IT,Master,Microsoft Certified: Azure DevOps Engineer Expert,Cybersecurity,1,4
google,amazon,7.5,1365738,1989685,Female,Noida,Platform Engineer,IT,Master,Certified Scrum Master (CSM),Identity Management,1,1
adobe,infosys,6.2,1895748,2426546,Male,Bangalore,Cloud Architect,IT,PhD,None,Blockchain,1,3
wipro,deloitte,10.3,3183402,4367378,Female,Pune,UX/UI Designer,IT,Master,AWS Certified Security - Specialty,AWS,3,2
virtusa,microsoft,10.6,2512246,3993581,Female,Kolkata,Tech Lead,IT,Bachelor,Certificate of Cloud Security Knowledge (CCSK),Docker,4,1
zensar,cts,3.3,1845225,2873562,Male,Hyderabad,Release Manager,IT,PhD,AWS Certified Developer - Associate,Vue.js,4,3
google,zensar,3.7,2585636,3962279,Male,Chennai,Platform Engineer,IT,Master,Google Cloud Associate Cloud Engineer,Angular,1,4
hcl,infosys,2.8,3044185,4262807,Female,Noida,Performance Engineer,IT,PhD,Google Cloud Professional DevOps Engineer,Flask,3,3
ibm,zensar,10.2,1150588,1489931,Male,Kolkata,Senior Developer,IT,Bachelor,Certified Information Systems Security Professional (CISSP),Message Queues,2,4
wipro,cts,9.7,1721007,2340843,Female,Pune,Tech Lead,IT,PhD,Certified Information Security Manager (CISM),OAuth,3,3
virtusa,cts,11.3,2793785,3508629,Male,Hyderabad,Site Reliability Engineer,IT,Bachelor,Microsoft Certified: Azure Data Engineer Associate,GitHub Actions,4,3
amazon,virtusa,6.8,2444772,3608831,Female,Delhi,Security Engineer,IT,Bachelor,Certified Kubernetes Administrator (CKA),REST APIs,1,4
linkedin,zensar,6.6,2053822,3080475,Female,Delhi,Quality Assurance Lead,IT,PhD,AWS Certified DevOps Engineer - Professional,Network Security,1,4
ibm,accenture,3.0,2369069,3143687,Male,Noida,Platform Engineer,IT,Bachelor,None,Full Stack Development,2,2
valuelabs,ibm,3.6,1613673,2028024,Male,Mumbai,AI Researcher,IT,Bachelor,CompTIA A+,Event-Driven Architecture,5,2
wipro,cts,3.9,2249425,2885096,Female,Mumbai,Tech Lead,IT,PhD,Microsoft Certified: Azure Data Engineer Associate,Full Stack Development,3,3
google,amazon,9.3,3184137,4717812,Female,Noida,Scrum Master,IT,Bachelor,Google Cloud Professional Security Engineer,Hadoop,1,1
apple,coforge,9.9,2933605,4156292,Female,Delhi,Tech Lead,IT,PhD,CompTIA Security+,Vue.js,1,5
google,netflix,9.8,2332984,3450856,Female,Chennai,Performance Engineer,IT,Bachelor,Microsoft Certified: Azure Fundamentals,Machine Learning,1,1
tcs,apple,5.1,1530284,2143915,Male,Gurgaon,Infrastructure Engineer,IT,Bachelor,Microsoft Certified: Azure Solutions Architect Expert,Node.js,3,1
virtusa,adobe,10.8,3014535,4385427,Female,Delhi,QA Engineer,IT,Bachelor,Microsoft Certified: Azure Solutions Architect Expert,Single Sign-On,4,1
happiest-minds,oracle,13.9,1532233,2428842,Male,Gurgaon,System Administrator,IT,Master,ITIL Foundation,TypeScript,5,2
zensar,valuelabs,7.0,2942069,4290050,Male,Delhi,Mobile App Developer,IT,Bachelor,AWS Certified Data Analytics - Specialty,Java,4,5
oracle,deloitte,4.6,2355132,2992232,Male,Noida,Cybersecurity Specialist,IT,Bachelor,Microsoft Certified: Azure Administrator Associate,DevOps,2,2
zensar,happiest-minds,5.5,2087871,2589328,Male,Mumbai,Quality Assurance Lead,IT,PhD,Oracle MySQL Database Administration,Django,4,5
ibm,accenture,13.2,1913922,2304380,Male,Noida,Data Scientist,IT,Bachelor,VMware Certified Professional (VCP),MongoDB,2,2
adobe,tcs,2.2,1624332,2471842,Male,Chennai,Quality Assurance Lead,IT,PhD,Professional Scrum Master (PSM),NoSQL,1,3
tcs,apple,3.2,1239404,1975489,Female,Pune,Cybersecurity Specialist,IT,Master,Microsoft Certified: Azure Security Engineer Associate,PostgreSQL,3,1
tcs,valuelabs,4.9,2283370,3123236,Male,Gurgaon,Performance Engineer,IT,Bachelor,VMware Certified Professional (VCP),Python,3,5
zensar,linkedin,7.5,744171,965406,Male,Kolkata,UX/UI Designer,IT,Bachelor,Google Cloud Professional Machine Learning Engineer,Integration Testing,4,1
wipro,ibm,10.2,916432,1325573,Male,Delhi,Release Manager,IT,Bachelor,Cisco Certified Network Associate (CCNA),Performance Testing,3,2
salesforce,ibm,12.9,944741,1419035,Female,Delhi,DevOps Engineer,IT,Master,Microsoft Certified: Azure DevOps Engineer Expert,Data Science,1,2
apple,wipro,2.7,577668,725862,Male,Bangalore,Tech Lead,IT,PhD,AWS Certified Security - Specialty,SAML,1,3
sap,microsoft,12.5,1761885,2330961,Male,Chennai,Cloud Architect,IT,PhD,SAFe Agilist Certification,Apache Kafka,2,1
google,amazon,10.4,892433,1221392,Female,Gurgaon,Software Architect,IT,Master,Microsoft Certified: Azure Security Engineer Associate,Terraform,1,1
valuelabs,sap,4.8,2924328,3730247,Female,Delhi,Software Developer,IT,Bachelor,Microsoft Certified: Azure Security Engineer Associate,React,5,2
linkedin,oracle,10.3,3360881,4992171,Female,Chennai,Data Scientist,IT,Master,VMware Certified Professional (VCP),Hadoop,1,2
wipro,accenture,8.6,2286332,2819406,Male,Chennai,Full Stack Developer,IT,Bachelor,Microsoft Certified: Azure Administrator Associate,NoSQL,3,2
coforge,salesforce,7.7,2091229,3230471,Male,Kolkata,Release Manager,IT,Master,Microsoft Certified: Azure Data Engineer Associate,Database Management,5,1
netflix,virtusa,7.0,2246186,2714561,Male,Delhi,Cloud Architect,IT,Master,Certified Kubernetes Application Developer (CKAD),Scrum,1,4
oracle,cts,10.6,2965899,3617919,Male,Kolkata,Quality Assurance Lead,IT,Master,Certified Kubernetes Security Specialist (CKS),Unit Testing,2,3
virtusa,netflix,10.6,1283757,1925161,Female,Delhi,AI Researcher,IT,Bachelor,Google Cloud Associate Cloud Engineer,GitHub Actions,4,1
sap,uber,2.8,3128424,4046965,Male,Chennai,Solution Architect,IT,Bachelor,ITIL Expert,Cloud Security,2,1
zensar,salesforce,6.6,1684693,2304708,Male,Hyderabad,Quality Assurance Lead,IT,Bachelor,Certified Scrum Master (CSM),Cybersecurity,4,1
hcl,sap,3.5,1278739,1926264,Female,Chennai,Performance Engineer,IT,PhD,Google Cloud Professional Data Engineer,SQL,3,2
hcl,oracle,9.8,989872,1393760,Female,Mumbai,Site Reliability Engineer,IT,Bachelor,CompTIA A+,Artificial Intelligence,3,2
salesforce,oracle,4.6,2874160,4370006,Male,Bangalore,Infrastructure Engineer,IT,Master,Certified Cloud Security Professional (CCSP),PostgreSQL,1,2
coforge,meta,3.1,1157554,1603041,Male,Kolkata,Software Developer,IT,PhD,Oracle Database Administrator Certified Professional,OAuth,5,1
hexaware,salesforce,6.6,1339267,1619453,Male,Kolkata,Network Engineer,IT,Master,Google Cloud Professional Machine Learning Engineer,Spring Boot,4,1
hexaware,ibm,12.5,1911826,2636496,Male,Gurgaon,Data Analyst,IT,PhD,Microsoft Certified: Azure Data Engineer Associate,Power BI,4,2
cts,hcl,5.0,814875,1101190,Female,Gurgaon,Business Analyst,IT,Bachelor,ITIL Expert,Unit Testing,3,3
sap,tcs,12.5,1601737,2354892,Male,Pune,Machine Learning Engineer,IT,Bachelor,AWS Certified SysOps Administrator - Associate,FastAPI,2,3
